timestamp,source_ip,destination_ip,url,response_code,usage,sc_bytes
2023-01-01 00:45:00,192.168.0.47,10.0.0.225,http://www.example.com/page45.html,404,Borderline Business,3102
2023-01-01 00:46:00,192.168.0.224,10.0.0.116,http://www.example.com/page46.html,404,Borderline Business,1251
2023-01-01 00:47:00,192.168.0.215,10.0.0.196,http://www.example.com/page47.html,404,Personal,1097
2023-01-01 00:48:00,192.168.0.35,10.0.0.232,http://www.example.com/page48.html,500,Violation,8237
2023-01-01 00:49:00,192.168.0.28,10.0.0.165,http://www.example.com/page49.html,200,Unknown,5841
2023-01-01 00:50:00,192.168.0.86,10.0.0.127,http://www.example.com/page50.html,200,Unknown,8162
2023-01-01 00:51:00,192.168.0.61,10.0.0.59,http://www.example.com/page51.html,404,Violation,4462
2023-01-01 00:52:00,192.168.0.253,10.0.0.1,http://www.example.com/page52.html,500,Violation,1494
2023-01-01 00:53:00,192.168.0.61,10.0.0.43,http://www.example.com/page53.html,200,Borderline Business,3650
2023-01-01 00:54:00,192.168.0.207,10.0.0.164,http://www.example.com/page54.html,500,Borderline Business,8564
2023-01-01 00:55:00,192.168.0.167,10.0.0.191,http://www.example.com/page55.html,200,Violation,4865
2023-01-01 00:56:00,192.168.0.163,10.0.0.70,http://www.example.com/page56.html,404,Borderline Business,4368
2023-01-01 00:57:00,192.168.0.160,10.0.0.98,http://www.example.com/page57.html,404,Unknown,1747
2023-01-01 00:58:00,192.168.0.96,10.0.0.136,http://www.example.com/page58.html,500,Borderline Business,3647
2023-01-01 00:59:00,192.168.0.44,10.0.0.172,http://www.example.com/page59.html,200,Personal,3511
2023-01-01 01:00:00,192.168.0.59,10.0.0.96,http://www.example.com/page60.html,404,Unknown,278
2023-01-01 01:01:00,192.168.0.29,10.0.0.149,http://www.example.com/page61.html,404,Borderline Business,6190
2023-01-01 01:02:00,192.168.0.159,10.0.0.112,http://www.example.com/page62.html,404,Personal,9253
2023-01-01 01:03:00,192.168.0.114,10.0.0.204,http://www.example.com/page63.html,500,Borderline Business,4592
2023-01-01 01:04:00,192.168.0.111,10.0.0.206,http://www.example.com/page64.html,200,Unknown,9663
2023-01-01 01:05:00,192.168.0.171,10.0.0.244,http://www.example.com/page65.html,500,Personal,6884
2023-01-01 01:06:00,192.168.0.253,10.0.0.119,http://www.example.com/page66.html,404,Unknown,5647
2023-01-01 01:07:00,192.168.0.74,10.0.0.125,http://www.example.com/page67.html,500,Borderline Business,1119
2023-01-01 01:08:00,192.168.0.192,10.0.0.140,http://www.example.com/page68.html,200,Unknown,9065
2023-01-01 01:09:00,192.168.0.59,10.0.0.1,http://www.example.com/page69.html,500,Borderline Business,1975
2023-01-01 01:10:00,192.168.0.72,10.0.0.85,http://www.example.com/page70.html,200,Personal,9444
2023-01-01 01:11:00,192.168.0.115,10.0.0.142,http://www.example.com/page71.html,200,Personal,917
2023-01-01 01:12:00,192.168.0.209,10.0.0.240,http://www.example.com/page72.html,404,Personal,135
2023-01-01 01:13:00,192.168.0.138,10.0.0.79,http://www.example.com/page73.html,200,Borderline Business,2146
2023-01-01 01:14:00,192.168.0.147,10.0.0.247,http://www.example.com/page74.html,200,Unknown,7387
2023-01-01 01:15:00,192.168.0.160,10.0.0.198,http://www.example.com/page75.html,200,Borderline Business,6598
2023-01-01 01:16:00,192.168.0.119,10.0.0.232,http://www.example.com/page76.html,404,Violation,5454
2023-01-01 01:17:00,192.168.0.88,10.0.0.195,http://www.example.com/page77.html,500,Violation,7347
2023-01-01 01:18:00,192.168.0.118,10.0.0.43,http://www.example.com/page78.html,404,Borderline Business,7111
2023-01-01 01:19:00,192.168.0.159,10.0.0.186,http://www.example.com/page79.html,200,Violation,6256
2023-01-01 01:20:00,192.168.0.41,10.0.0.236,http://www.example.com/page80.html,404,Personal,7565
2023-01-01 01:21:00,192.168.0.243,10.0.0.88,http://www.example.com/page81.html,200,Violation,1640
2023-01-01 01:22:00,192.168.0.152,10.0.0.196,http://www.example.com/page82.html,404,Personal,2961
2023-01-01 01:23:00,192.168.0.135,10.0.0.219,http://www.example.com/page83.html,500,Borderline Business,2011
2023-01-01 01:24:00,192.168.0.99,10.0.0.94,http://www.example.com/page84.html,404,Borderline Business,8236
2023-01-01 01:25:00,192.168.0.121,10.0.0.38,http://www.example.com/page85.html,404,Violation,6701
2023-01-01 01:26:00,192.168.0.7,10.0.0.134,http://www.example.com/page86.html,500,Borderline Business,104
2023-01-01 01:27:00,192.168.0.4,10.0.0.105,http://www.example.com/page87.html,500,Violation,2962
2023-01-01 01:28:00,192.168.0.36,10.0.0.68,http://www.example.com/page88.html,500,Violation,9248
2023-01-01 01:29:00,192.168.0.182,10.0.0.30,http://www.example.com/page89.html,404,Violation,3801
2023-01-01 01:30:00,192.168.0.16,10.0.0.142,http://www.example.com/page90.html,500,Borderline Business,4575
2023-01-01 01:31:00,192.168.0.171,10.0.0.167,http://www.example.com/page91.html,500,Personal,8514
2023-01-01 01:32:00,192.168.0.176,10.0.0.219,http://www.example.com/page92.html,500,Violation,9630
2023-01-01 01:33:00,192.168.0.205,10.0.0.84,http://www.example.com/page93.html,200,Violation,4023
2023-01-01 01:34:00,192.168.0.33,10.0.0.166,http://www.example.com/page94.html,200,Personal,7130
2023-01-01 01:35:00,192.168.0.35,10.0.0.73,http://www.example.com/page95.html,500,Unknown,2845
2023-01-01 01:36:00,192.168.0.12,10.0.0.169,http://www.example.com/page96.html,404,Borderline Business,8195
2023-01-01 01:37:00,192.168.0.10,10.0.0.161,http://www.example.com/page97.html,200,Personal,7540
2023-01-01 01:38:00,192.168.0.109,10.0.0.70,http://www.example.com/page98.html,200,Unknown,4634
2023-01-01 01:39:00,192.168.0.12,10.0.0.201,http://www.example.com/page99.html,404,Personal,6026
2023-01-01 01:40:00,192.168.0.243,10.0.0.215,http://www.example.com/page100.html,500,Personal,7641
2023-01-01 01:41:00,192.168.0.59,10.0.0.163,http://www.example.com/page101.html,404,Unknown,9300
2023-01-01 01:42:00,192.168.0.118,10.0.0.74,http://www.example.com/page102.html,500,Borderline Business,4270
2023-01-01 01:43:00,192.168.0.20,10.0.0.120,http://www.example.com/page103.html,500,Personal,3983
2023-01-01 01:44:00,192.168.0.136,10.0.0.129,http://www.example.com/page104.html,500,Borderline Business,4151
2023-01-01 01:45:00,192.168.0.120,10.0.0.142,http://www.example.com/page105.html,500,Violation,5375
2023-01-01 01:46:00,192.168.0.114,10.0.0.152,http://www.example.com/page106.html,404,Unknown,9490
2023-01-01 01:47:00,192.168.0.57,10.0.0.8,http://www.example.com/page107.html,200,Violation,1686
2023-01-01 01:48:00,192.168.0.204,10.0.0.188,http://www.example.com/page108.html,200,Borderline Business,7356
2023-01-01 01:49:00,192.168.0.109,10.0.0.8,http://www.example.com/page109.html,200,Personal,5984
2023-01-01 01:50:00,192.168.0.186,10.0.0.124,http://www.example.com/page110.html,404,Violation,8770
2023-01-01 01:51:00,192.168.0.6,10.0.0.185,http://www.example.com/page111.html,200,Violation,6581
2023-01-01 01:52:00,192.168.0.188,10.0.0.26,http://www.example.com/page112.html,500,Violation,8625
2023-01-01 01:53:00,192.168.0.73,10.0.0.98,http://www.example.com/page113.html,500,Borderline Business,6328
2023-01-01 01:54:00,192.168.0.131,10.0.0.90,http://www.example.com/page114.html,200,Violation,8111
2023-01-01 01:55:00,192.168.0.123,10.0.0.156,http://www.example.com/page115.html,200,Borderline Business,8448
2023-01-01 01:56:00,192.168.0.48,10.0.0.55,http://www.example.com/page116.html,404,Violation,8561
2023-01-01 01:57:00,192.168.0.203,10.0.0.68,http://www.example.com/page117.html,500,Unknown,8752
2023-01-01 01:58:00,192.168.0.82,10.0.0.68,http://www.example.com/page118.html,404,Borderline Business,6489
2023-01-01 01:59:00,192.168.0.82,10.0.0.146,http://www.example.com/page119.html,404,Unknown,9664
2023-01-01 02:00:00,192.168.0.96,10.0.0.156,http://www.example.com/page120.html,200,Personal,183
2023-01-01 02:01:00,192.168.0.251,10.0.0.5,http://www.example.com/page121.html,500,Personal,764
2023-01-01 02:02:00,192.168.0.9,10.0.0.73,http://www.example.com/page122.html,200,Unknown,5075
2023-01-01 02:03:00,192.168.0.5,10.0.0.67,http://www.example.com/page123.html,404,Borderline Business,6484
2023-01-01 02:04:00,192.168.0.171,10.0.0.43,http://www.example.com/page124.html,404,Unknown,7500
2023-01-01 02:05:00,192.168.0.40,10.0.0.47,http://www.example.com/page125.html,404,Personal,3281
2023-01-01 02:06:00,192.168.0.244,10.0.0.251,http://www.example.com/page126.html,500,Violation,3524
2023-01-01 02:07:00,192.168.0.213,10.0.0.197,http://www.example.com/page127.html,404,Personal,2842
2023-01-01 02:08:00,192.168.0.232,10.0.0.223,http://www.example.com/page128.html,500,Personal,6405
2023-01-01 02:09:00,192.168.0.171,10.0.0.114,http://www.example.com/page129.html,200,Borderline Business,6832
2023-01-01 02:10:00,192.168.0.199,10.0.0.174,http://www.example.com/page130.html,200,Unknown,9243
2023-01-01 02:11:00,192.168.0.14,10.0.0.237,http://www.example.com/page131.html,200,Unknown,7077
2023-01-01 02:12:00,192.168.0.190,10.0.0.245,http://www.example.com/page132.html,404,Personal,7495
2023-01-01 02:13:00,192.168.0.141,10.0.0.153,http://www.example.com/page133.html,200,Personal,398
2023-01-01 02:14:00,192.168.0.102,10.0.0.87,http://www.example.com/page134.html,500,Personal,9099
2023-01-01 02:15:00,192.168.0.210,10.0.0.107,http://www.example.com/page135.html,500,Unknown,9971
2023-01-01 02:16:00,192.168.0.235,10.0.0.198,http://www.example.com/page136.html,200,Borderline Business,6769
2023-01-01 02:17:00,192.168.0.122,10.0.0.17,http://www.example.com/page137.html,404,Personal,795
2023-01-01 02:18:00,192.168.0.214,10.0.0.198,http://www.example.com/page138.html,500,Borderline Business,7502
2023-01-01 02:19:00,192.168.0.48,10.0.0.5,http://www.example.com/page139.html,200,Personal,7429
2023-01-01 02:20:00,192.168.0.33,10.0.0.28,http://www.example.com/page140.html,200,Personal,823
2023-01-01 02:21:00,192.168.0.63,10.0.0.1,http://www.example.com/page141.html,500,Unknown,5915
2023-01-01 02:22:00,192.168.0.209,10.0.0.40,http://www.example.com/page142.html,200,Borderline Business,7695
2023-01-01 02:23:00,192.168.0.165,10.0.0.194,http://www.example.com/page143.html,404,Personal,237
2023-01-01 02:24:00,192.168.0.253,10.0.0.224,http://www.example.com/page144.html,404,Borderline Business,8442
2023-01-01 02:25:00,192.168.0.89,10.0.0.219,http://www.example.com/page145.html,404,Borderline Business,8276
2023-01-01 02:26:00,192.168.0.15,10.0.0.53,http://www.example.com/page146.html,200,Personal,1915
2023-01-01 02:27:00,192.168.0.47,10.0.0.33,http://www.example.com/page147.html,404,Unknown,2736
2023-01-01 02:28:00,192.168.0.130,10.0.0.209,http://www.example.com/page148.html,500,Unknown,7347
2023-01-01 02:29:00,192.168.0.60,10.0.0.41,http://www.example.com/page149.html,500,Violation,5006
2023-01-01 02:30:00,192.168.0.55,10.0.0.36,http://www.example.com/page150.html,404,Borderline Business,5508
2023-01-01 02:31:00,192.168.0.129,10.0.0.161,http://www.example.com/page151.html,500,Unknown,3180
2023-01-01 02:32:00,192.168.0.137,10.0.0.70,http://www.example.com/page152.html,500,Borderline Business,3687
2023-01-01 02:33:00,192.168.0.58,10.0.0.36,http://www.example.com/page153.html,500,Borderline Business,8003
2023-01-01 02:34:00,192.168.0.103,10.0.0.55,http://www.example.com/page154.html,500,Personal,6717
2023-01-01 02:35:00,192.168.0.26,10.0.0.88,http://www.example.com/page155.html,200,Violation,1860
2023-01-01 02:36:00,192.168.0.198,10.0.0.152,http://www.example.com/page156.html,500,Unknown,3845
2023-01-01 02:37:00,192.168.0.128,10.0.0.20,http://www.example.com/page157.html,500,Borderline Business,7033
2023-01-01 02:38:00,192.168.0.11,10.0.0.18,http://www.example.com/page158.html,200,Violation,9565
2023-01-01 02:39:00,192.168.0.247,10.0.0.254,http://www.example.com/page159.html,404,Violation,7467
2023-01-01 02:40:00,192.168.0.160,10.0.0.90,http://www.example.com/page160.html,200,Violation,2844
2023-01-01 02:41:00,192.168.0.146,10.0.0.35,http://www.example.com/page161.html,404,Personal,5161
2023-01-01 02:42:00,192.168.0.23,10.0.0.104,http://www.example.com/page162.html,500,Borderline Business,5691
2023-01-01 02:43:00,192.168.0.52,10.0.0.25,http://www.example.com/page163.html,200,Borderline Business,4566
2023-01-01 02:44:00,192.168.0.115,10.0.0.89,http://www.example.com/page164.html,500,Violation,388
2023-01-01 02:45:00,192.168.0.110,10.0.0.77,http://www.example.com/page165.html,200,Unknown,7248
2023-01-01 02:46:00,192.168.0.215,10.0.0.41,http://www.example.com/page166.html,404,Violation,8200
2023-01-01 02:47:00,192.168.0.13,10.0.0.27,http://www.example.com/page167.html,500,Unknown,7484
2023-01-01 02:48:00,192.168.0.202,10.0.0.182,http://www.example.com/page168.html,500,Borderline Business,9345
2023-01-01 02:49:00,192.168.0.110,10.0.0.51,http://www.example.com/page169.html,404,Personal,2102
2023-01-01 02:50:00,192.168.0.211,10.0.0.244,http://www.example.com/page170.html,404,Personal,8590
2023-01-01 02:51:00,192.168.0.7,10.0.0.18,http://www.example.com/page171.html,404,Borderline Business,366
2023-01-01 02:52:00,192.168.0.86,10.0.0.45,http://www.example.com/page172.html,404,Unknown,2793
2023-01-01 02:53:00,192.168.0.43,10.0.0.133,http://www.example.com/page173.html,500,Borderline Business,8324
2023-01-01 02:54:00,192.168.0.253,10.0.0.188,http://www.example.com/page174.html,500,Borderline Business,5114
2023-01-01 02:55:00,192.168.0.135,10.0.0.95,http://www.example.com/page175.html,404,Unknown,775
2023-01-01 02:56:00,192.168.0.92,10.0.0.198,http://www.example.com/page176.html,200,Violation,7709
2023-01-01 02:57:00,192.168.0.99,10.0.0.59,http://www.example.com/page177.html,500,Borderline Business,4113
2023-01-01 02:58:00,192.168.0.80,10.0.0.86,http://www.example.com/page178.html,500,Violation,3449
2023-01-01 02:59:00,192.168.0.54,10.0.0.62,http://www.example.com/page179.html,200,Borderline Business,8573
2023-01-01 03:00:00,192.168.0.180,10.0.0.66,http://www.example.com/page180.html,500,Borderline Business,6895
2023-01-01 03:01:00,192.168.0.210,10.0.0.162,http://www.example.com/page181.html,404,Unknown,345
2023-01-01 03:02:00,192.168.0.109,10.0.0.190,http://www.example.com/page182.html,500,Unknown,7120
2023-01-01 03:03:00,192.168.0.237,10.0.0.176,http://www.example.com/page183.html,404,Violation,647
2023-01-01 03:04:00,192.168.0.71,10.0.0.199,http://www.example.com/page184.html,404,Unknown,9244
2023-01-01 03:05:00,192.168.0.69,10.0.0.86,http://www.example.com/page185.html,404,Borderline Business,8717
2023-01-01 03:06:00,192.168.0.17,10.0.0.111,http://www.example.com/page186.html,404,Borderline Business,6635
2023-01-01 03:07:00,192.168.0.166,10.0.0.94,http://www.example.com/page187.html,500,Violation,3462
2023-01-01 03:08:00,192.168.0.36,10.0.0.6,http://www.example.com/page188.html,500,Unknown,3356
2023-01-01 03:09:00,192.168.0.116,10.0.0.120,http://www.example.com/page189.html,200,Unknown,7402
2023-01-01 03:10:00,192.168.0.56,10.0.0.39,http://www.example.com/page190.html,404,Borderline Business,2694
2023-01-01 03:11:00,192.168.0.12,10.0.0.61,http://www.example.com/page191.html,404,Borderline Business,7933
2023-01-01 03:12:00,192.168.0.216,10.0.0.194,http://www.example.com/page192.html,500,Violation,7548
2023-01-01 03:13:00,192.168.0.236,10.0.0.187,http://www.example.com/page193.html,404,Violation,6414
2023-01-01 03:14:00,192.168.0.103,10.0.0.223,http://www.example.com/page194.html,200,Unknown,9433
2023-01-01 03:15:00,192.168.0.12,10.0.0.214,http://www.example.com/page195.html,200,Personal,1159
2023-01-01 03:16:00,192.168.0.105,10.0.0.114,http://www.example.com/page196.html,500,Personal,1811
2023-01-01 03:17:00,192.168.0.238,10.0.0.187,http://www.example.com/page197.html,404,Unknown,853
2023-01-01 03:18:00,192.168.0.228,10.0.0.81,http://www.example.com/page198.html,404,Personal,258
2023-01-01 03:19:00,192.168.0.216,10.0.0.233,http://www.example.com/page199.html,500,Borderline Business,7643
2023-01-01 03:20:00,192.168.0.18,10.0.0.120,http://www.example.com/page200.html,404,Unknown,3743
2023-01-01 03:21:00,192.168.0.43,10.0.0.142,http://www.example.com/page201.html,500,Unknown,8684
2023-01-01 03:22:00,192.168.0.8,10.0.0.177,http://www.example.com/page202.html,200,Violation,9748
2023-01-01 03:23:00,192.168.0.35,10.0.0.244,http://www.example.com/page203.html,404,Violation,5096
2023-01-01 03:24:00,192.168.0.215,10.0.0.115,http://www.example.com/page204.html,404,Violation,5190
2023-01-01 03:25:00,192.168.0.139,10.0.0.59,http://www.example.com/page205.html,500,Unknown,8201
2023-01-01 03:26:00,192.168.0.57,10.0.0.57,http://www.example.com/page206.html,500,Borderline Business,5400
2023-01-01 03:27:00,192.168.0.106,10.0.0.19,http://www.example.com/page207.html,404,Violation,7977
2023-01-01 03:28:00,192.168.0.127,10.0.0.48,http://www.example.com/page208.html,200,Violation,9502
2023-01-01 03:29:00,192.168.0.10,10.0.0.87,http://www.example.com/page209.html,500,Personal,3017
2023-01-01 03:30:00,192.168.0.72,10.0.0.227,http://www.example.com/page210.html,200,Borderline Business,3547
2023-01-01 03:31:00,192.168.0.140,10.0.0.78,http://www.example.com/page211.html,200,Personal,2015
2023-01-01 03:32:00,192.168.0.164,10.0.0.3,http://www.example.com/page212.html,404,Personal,2608
2023-01-01 03:33:00,192.168.0.229,10.0.0.88,http://www.example.com/page213.html,404,Borderline Business,5313
2023-01-01 03:34:00,192.168.0.153,10.0.0.32,http://www.example.com/page214.html,500,Personal,8529
2023-01-01 03:35:00,192.168.0.79,10.0.0.162,http://www.example.com/page215.html,404,Personal,4651
2023-01-01 03:36:00,192.168.0.125,10.0.0.114,http://www.example.com/page216.html,200,Personal,354
2023-01-01 03:37:00,192.168.0.29,10.0.0.29,http://www.example.com/page217.html,404,Unknown,514
2023-01-01 03:38:00,192.168.0.142,10.0.0.119,http://www.example.com/page218.html,200,Violation,470
2023-01-01 03:39:00,192.168.0.179,10.0.0.50,http://www.example.com/page219.html,500,Personal,4482
2023-01-01 03:40:00,192.168.0.147,10.0.0.168,http://www.example.com/page220.html,404,Unknown,6067
2023-01-01 03:41:00,192.168.0.156,10.0.0.122,http://www.example.com/page221.html,404,Personal,809
2023-01-01 03:42:00,192.168.0.133,10.0.0.215,http://www.example.com/page222.html,500,Borderline Business,6554
2023-01-01 03:43:00,192.168.0.230,10.0.0.141,http://www.example.com/page223.html,200,Personal,7353
2023-01-01 03:44:00,192.168.0.189,10.0.0.11,http://www.example.com/page224.html,200,Borderline Business,8875
2023-01-01 03:45:00,192.168.0.15,10.0.0.129,http://www.example.com/page225.html,500,Personal,6766
2023-01-01 03:46:00,192.168.0.234,10.0.0.136,http://www.example.com/page226.html,404,Unknown,3913
2023-01-01 03:47:00,192.168.0.2,10.0.0.143,http://www.example.com/page227.html,404,Unknown,3535
2023-01-01 03:48:00,192.168.0.79,10.0.0.64,http://www.example.com/page228.html,200,Personal,5720
2023-01-01 03:49:00,192.168.0.141,10.0.0.111,http://www.example.com/page229.html,200,Personal,940
2023-01-01 03:50:00,192.168.0.78,10.0.0.192,http://www.example.com/page230.html,500,Violation,5467
2023-01-01 03:51:00,192.168.0.226,10.0.0.86,http://www.example.com/page231.html,500,Violation,2302
2023-01-01 03:52:00,192.168.0.229,10.0.0.37,http://www.example.com/page232.html,404,Unknown,6968
2023-01-01 03:53:00,192.168.0.66,10.0.0.210,http://www.example.com/page233.html,404,Borderline Business,864
2023-01-01 03:54:00,192.168.0.172,10.0.0.170,http://www.example.com/page234.html,200,Unknown,3963
2023-01-01 03:55:00,192.168.0.130,10.0.0.254,http://www.example.com/page235.html,200,Violation,6097
2023-01-01 03:56:00,192.168.0.80,10.0.0.29,http://www.example.com/page236.html,404,Unknown,6972
2023-01-01 03:57:00,192.168.0.72,10.0.0.190,http://www.example.com/page237.html,500,Violation,4081
2023-01-01 03:58:00,192.168.0.59,10.0.0.166,http://www.example.com/page238.html,500,Personal,9974
2023-01-01 03:59:00,192.168.0.166,10.0.0.51,http://www.example.com/page239.html,200,Personal,9113
2023-01-01 04:00:00,192.168.0.214,10.0.0.163,http://www.example.com/page240.html,200,Unknown,3897
2023-01-01 04:01:00,192.168.0.234,10.0.0.4,http://www.example.com/page241.html,200,Unknown,9908
2023-01-01 04:02:00,192.168.0.118,10.0.0.28,http://www.example.com/page242.html,200,Unknown,5778
2023-01-01 04:03:00,192.168.0.173,10.0.0.223,http://www.example.com/page243.html,500,Personal,218
2023-01-01 04:04:00,192.168.0.6,10.0.0.14,http://www.example.com/page244.html,404,Unknown,4697
2023-01-01 04:05:00,192.168.0.95,10.0.0.120,http://www.example.com/page245.html,200,Borderline Business,9744
2023-01-01 04:06:00,192.168.0.254,10.0.0.248,http://www.example.com/page246.html,500,Violation,6698
2023-01-01 04:07:00,192.168.0.208,10.0.0.30,http://www.example.com/page247.html,200,Violation,9125
2023-01-01 04:08:00,192.168.0.167,10.0.0.85,http://www.example.com/page248.html,200,Unknown,3951
2023-01-01 04:09:00,192.168.0.185,10.0.0.65,http://www.example.com/page249.html,404,Personal,9334
2023-01-01 04:10:00,192.168.0.163,10.0.0.114,http://www.example.com/page250.html,500,Unknown,9575
2023-01-01 04:11:00,192.168.0.69,10.0.0.111,http://www.example.com/page251.html,404,Personal,1563
2023-01-01 04:12:00,192.168.0.26,10.0.0.160,http://www.example.com/page252.html,200,Personal,3694
2023-01-01 04:13:00,192.168.0.152,10.0.0.175,http://www.example.com/page253.html,500,Borderline Business,5765
2023-01-01 04:14:00,192.168.0.6,10.0.0.131,http://www.example.com/page254.html,404,Unknown,3690
2023-01-01 04:15:00,192.168.0.16,10.0.0.24,http://www.example.com/page255.html,200,Personal,4784
2023-01-01 04:16:00,192.168.0.247,10.0.0.19,http://www.example.com/page256.html,500,Unknown,466
2023-01-01 04:17:00,192.168.0.176,10.0.0.35,http://www.example.com/page257.html,500,Unknown,5060
2023-01-01 04:18:00,192.168.0.82,10.0.0.153,http://www.example.com/page258.html,200,Violation,8628
2023-01-01 04:19:00,192.168.0.109,10.0.0.97,http://www.example.com/page259.html,404,Violation,6163
2023-01-01 04:20:00,192.168.0.125,10.0.0.186,http://www.example.com/page260.html,500,Violation,9001
2023-01-01 04:21:00,192.168.0.137,10.0.0.54,http://www.example.com/page261.html,200,Violation,7663
2023-01-01 04:22:00,192.168.0.77,10.0.0.11,http://www.example.com/page262.html,200,Personal,1991
2023-01-01 04:23:00,192.168.0.154,10.0.0.230,http://www.example.com/page263.html,500,Unknown,3972
2023-01-01 04:24:00,192.168.0.98,10.0.0.61,http://www.example.com/page264.html,500,Personal,3701
2023-01-01 04:25:00,192.168.0.38,10.0.0.137,http://www.example.com/page265.html,200,Unknown,5456
2023-01-01 04:26:00,192.168.0.151,10.0.0.74,http://www.example.com/page266.html,200,Borderline Business,2694
2023-01-01 04:27:00,192.168.0.243,10.0.0.90,http://www.example.com/page267.html,200,Violation,1855
