index,sourcetype,EventCode,Event_Description,timestamp,User,badge_access
security,history_access,,Access,2023-05-29 22:23:11.222943,,0
security,history_access,,Access,2023-06-01 12:20:11.222945,,1
security,history_access,,Access,2023-05-31 08:04:11.222947,,0
security,history_access,,Access,2023-05-30 13:18:11.222948,,1
security,win*,3115,,2023-05-31 16:00:11.222950,,1
security,history_access,,Access,2023-05-31 13:28:11.222953,,0
security,history_access,,Access,2023-06-01 03:17:11.222954,,0
security,history_access,,Access,2023-05-29 05:20:11.222956,,1
security,win*,2825,,2023-06-01 13:58:11.222959,,1
security,win*,901,,2023-05-27 20:36:11.222961,,0
security,win*,839,,2023-05-28 19:30:11.222963,,1
security,history_access,,Access,2023-06-02 16:16:11.222965,,1
security,win*,2264,,2023-06-02 06:11:11.222967,,0
security,history_access,,Access,2023-06-02 00:06:11.222970,,1
security,history_access,,Access,2023-06-02 12:42:11.222972,,1
security,win*,3396,,2023-06-02 00:38:11.222973,,0
security,win*,583,,2023-06-03 04:37:11.222976,,1
security,history_access,,Access,2023-05-29 06:03:11.222978,,0
security,win*,670,,2023-05-27 18:55:11.222980,,0
security,win*,2786,,2023-05-28 20:02:11.222982,,0
security,win*,2100,,2023-06-01 22:31:11.222984,,1
security,win*,2527,,2023-06-01 09:35:11.222986,,0
security,win*,2157,,2023-06-03 15:04:11.222989,,0
security,history_access,,Access,2023-05-28 03:18:11.222991,,0
security,history_access,,Access,2023-05-30 05:46:11.222993,,0
security,history_access,,Access,2023-05-28 09:53:11.222995,,1
security,history_access,,Access,2023-05-29 07:42:11.222997,,1
security,history_access,,Access,2023-05-28 15:40:11.222998,,0
security,win*,4597,,2023-06-01 13:27:11.223000,,0
security,win*,1337,,2023-05-27 19:18:11.223003,,1
security,history_access,,Access,2023-06-02 00:30:11.223005,,1
security,history_access,,Access,2023-05-31 04:07:11.223007,,0
security,history_access,,Access,2023-06-02 10:56:11.223009,,1
security,history_access,,Access,2023-05-29 18:07:11.223011,,0
security,win*,2240,,2023-05-29 19:33:11.223013,,0
security,history_access,,Access,2023-05-28 02:30:11.223015,,1
security,history_access,,Access,2023-05-29 09:14:11.223017,,0
security,win*,1968,,2023-06-01 02:57:11.223019,,1
security,win*,938,,2023-05-29 03:54:11.223021,,0
security,history_access,,Access,2023-06-02 09:18:11.223023,,1
security,history_access,,Access,2023-05-30 15:59:11.223025,,0
security,history_access,,Access,2023-06-01 11:11:11.223027,,0
security,win*,2269,,2023-06-02 10:47:11.223029,,0
security,win*,3339,,2023-05-29 12:09:11.223031,,1
security,win*,3760,,2023-05-27 18:01:11.223033,,0
security,win*,1967,,2023-05-28 20:07:11.223036,,1
security,win*,2652,,2023-06-01 08:55:11.223038,,0
security,history_access,,Access,2023-05-29 22:04:11.223040,,1
security,history_access,,Access,2023-05-29 03:19:11.223042,,1
security,win*,1346,,2023-05-27 22:08:11.223044,,1
security,win*,2885,,2023-06-01 14:54:11.223046,,1
security,history_access,,Access,2023-06-03 02:37:11.223049,,0
security,history_access,,Access,2023-05-27 17:55:11.223050,,1
security,history_access,,Access,2023-05-31 03:14:11.223052,,1
security,win*,2054,,2023-06-03 07:14:11.223054,,0
security,history_access,,Access,2023-05-31 06:59:11.223056,,1
security,win*,765,,2023-05-29 17:53:11.223058,,0
security,history_access,,Access,2023-05-28 17:34:11.223060,,0
security,history_access,,Access,2023-05-28 16:34:11.223062,,0
security,history_access,,Access,2023-06-02 01:29:11.223064,,0
security,win*,3261,,2023-05-29 14:55:11.223066,,1
security,history_access,,Access,2023-06-02 18:17:11.223068,,1
security,history_access,,Access,2023-05-29 10:00:11.223071,,1
security,history_access,,Access,2023-05-28 21:36:11.223072,,1
security,win*,1199,,2023-06-02 15:57:11.223074,,1
security,history_access,,Access,2023-05-27 18:57:11.223077,,1
security,win*,2199,,2023-06-02 05:17:11.223079,,0
security,win*,3559,,2023-06-01 03:36:11.223081,,1
security,history_access,,Access,2023-05-30 00:06:11.223083,,1
security,win*,1803,,2023-05-31 22:05:11.223085,,0
security,history_access,,Access,2023-05-29 14:26:11.223088,,0
security,win*,1195,,2023-05-29 22:02:11.223090,,0
security,win*,2393,,2023-05-31 10:04:11.223092,,1
security,win*,2361,,2023-06-02 05:27:11.223095,,1
security,history_access,,Access,2023-05-30 23:01:11.223097,,1
security,win*,3518,,2023-06-02 21:29:11.223099,,0
security,win*,4277,,2023-06-01 14:17:11.223101,,1
security,win*,3463,,2023-05-31 04:57:11.223103,,0
security,history_access,,Access,2023-05-31 22:13:11.223105,,0
security,history_access,,Access,2023-05-30 10:38:11.223107,,0
security,win*,2644,,2023-05-31 21:30:11.223109,,0
security,history_access,,Access,2023-06-03 01:35:11.223112,,0
security,history_access,,Access,2023-06-02 03:33:11.223114,,0
security,history_access,,Access,2023-06-02 22:30:11.223116,,0
security,history_access,,Access,2023-06-01 01:55:11.223118,,0
security,history_access,,Access,2023-05-30 08:46:11.223120,,0
security,history_access,,Access,2023-06-02 01:19:11.223121,,0
security,win*,2641,,2023-05-28 17:26:11.223123,,0
security,history_access,,Access,2023-06-01 02:07:11.223125,,1
security,win*,2326,,2023-06-02 00:49:11.223127,,0
security,win*,4348,,2023-05-30 18:29:11.223129,,1
security,history_access,,Access,2023-05-30 18:06:11.223132,,0
security,history_access,,Access,2023-05-31 18:44:11.223134,,0
security,win*,4075,,2023-05-28 23:31:11.223135,,0
security,win*,3125,,2023-05-30 19:40:11.223138,,0
security,history_access,,Access,2023-06-03 11:08:11.223140,,1
security,history_access,,Access,2023-06-03 03:59:11.223142,,1
security,win*,1885,,2023-05-28 03:39:11.223144,,0
security,history_access,,Access,2023-06-01 20:05:11.223146,,0
security,win*,773,,2023-06-02 00:33:11.223148,,1
security,win*,866,,2023-05-31 20:20:11.223150,,0
security,win*,4616,,2023-05-30 15:22:11.223153,,1
security,win*,1591,,2023-06-03 07:22:11.223155,,0
security,win*,691,,2023-05-31 08:54:11.223157,,1
security,history_access,,Access,2023-05-30 13:50:11.223160,,0
security,win*,1287,,2023-05-28 11:38:11.223161,,1
security,history_access,,Access,2023-06-02 10:49:11.223163,,0
security,win*,3146,,2023-06-02 14:00:11.223165,,1
security,history_access,,Access,2023-06-01 20:00:11.223168,,1
security,history_access,,Access,2023-05-31 06:54:11.223169,,0
security,win*,1171,,2023-05-29 19:23:11.223171,,0
security,win*,1515,,2023-06-01 09:47:11.223174,,0
security,history_access,,Access,2023-05-31 14:34:11.223176,,1
security,history_access,,Access,2023-06-02 19:09:11.223178,,0
security,history_access,,Access,2023-05-31 16:21:11.223180,,1
security,win*,1965,,2023-05-30 17:06:11.223182,,0
security,history_access,,Access,2023-05-31 00:20:11.223184,,1
security,history_access,,Access,2023-05-31 14:52:11.223186,,1
security,history_access,,Access,2023-05-30 07:49:11.223188,,1
security,history_access,,Access,2023-06-02 23:04:11.223190,,0
security,win*,1583,,2023-05-28 18:25:11.223192,,0
security,win*,3513,,2023-05-31 09:46:11.223194,,1
security,history_access,,Access,2023-05-31 18:00:11.223196,,0
security,win*,1031,,2023-05-28 01:03:11.223198,,0
security,win*,3027,,2023-06-02 18:20:11.223201,,1
security,win*,3643,,2023-06-01 11:24:11.223203,,0
security,history_access,,Access,2023-06-02 12:18:11.223205,,0
security,history_access,,Access,2023-05-30 22:41:11.223207,,1
security,history_access,,Access,2023-05-31 01:01:11.223209,,1
security,history_access,,Access,2023-06-01 22:12:11.223211,,1
security,history_access,,Access,2023-06-03 02:30:11.223213,,1
security,win*,4060,,2023-05-29 04:01:11.223215,,1
security,win*,2975,,2023-05-27 22:46:11.223217,,0
security,win*,2851,,2023-06-02 00:50:11.223220,,1
security,win*,2277,,2023-05-28 15:58:11.223222,,1
security,win*,2237,,2023-06-01 19:55:11.223224,,1
security,win*,1412,,2023-05-29 00:04:11.223226,,1
security,history_access,,Access,2023-05-30 06:45:11.223228,,0
security,win*,1294,,2023-06-02 01:46:11.223230,,1
security,history_access,,Access,2023-05-29 22:36:11.223233,,1
security,win*,1807,,2023-05-28 18:27:11.223235,,0
security,history_access,,Access,2023-06-02 19:39:11.223237,,1
security,win*,2893,,2023-05-30 12:26:11.223239,,0
security,history_access,,Access,2023-05-28 02:54:11.223241,,1
security,win*,2122,,2023-05-28 10:23:11.223243,,1
security,history_access,,Access,2023-06-03 06:45:11.223245,,0
security,history_access,,Access,2023-05-31 22:08:11.223247,,0
security,history_access,,Access,2023-05-28 20:54:11.223249,,0
security,win*,2336,,2023-06-01 20:36:11.223252,,0
security,history_access,,Access,2023-05-29 04:01:11.223254,,1
security,history_access,,Access,2023-06-02 15:53:11.223256,,0
security,win*,1236,,2023-06-02 15:15:11.223258,,0
security,history_access,,Access,2023-06-02 13:50:11.223260,,1
security,history_access,,Access,2023-06-02 04:24:11.223262,,1
security,history_access,,Access,2023-05-28 01:59:11.223264,,1
security,win*,1897,,2023-05-28 22:00:11.223266,,0
security,history_access,,Access,2023-05-30 04:01:11.223268,,0
security,win*,2232,,2023-06-02 18:36:11.223270,,0
security,win*,1812,,2023-06-02 23:15:11.223273,,1
security,history_access,,Access,2023-06-03 03:54:11.223275,,1
security,win*,2917,,2023-05-29 10:35:11.223277,,1
security,history_access,,Access,2023-06-02 16:05:11.223279,,1
security,win*,3153,,2023-05-30 15:57:11.223281,,1
security,win*,1270,,2023-05-30 05:24:11.223283,,1
security,history_access,,Access,2023-05-29 03:15:11.223285,,1
security,win*,2863,,2023-05-28 18:37:11.223288,,1
security,win*,2680,,2023-06-03 15:18:11.223290,,1
security,history_access,,Access,2023-05-31 20:15:11.223293,,1
security,history_access,,Access,2023-05-30 19:17:11.223294,,0
security,win*,1076,,2023-06-02 02:24:11.223296,,0
security,win*,3504,,2023-06-02 22:56:11.223299,,0
security,win*,3541,,2023-05-28 03:41:11.223301,,1
security,history_access,,Access,2023-05-29 23:39:11.223303,,1
security,history_access,,Access,2023-05-28 21:07:11.223305,,0
security,history_access,,Access,2023-06-01 09:58:11.223307,,0
security,win*,1752,,2023-06-03 11:14:11.223309,,1
security,history_access,,Access,2023-05-30 15:38:11.223311,,0
security,win*,3374,,2023-05-31 11:38:11.223313,,1
security,win*,1084,,2023-06-01 05:24:11.223315,,1
security,history_access,,Access,2023-05-31 12:46:11.223317,,0
security,win*,1472,,2023-05-27 22:56:11.223320,,1
security,win*,814,,2023-06-01 11:47:11.223322,,0
security,history_access,,Access,2023-05-29 08:50:11.223324,,1
security,history_access,,Access,2023-05-28 09:51:11.223326,,0
security,history_access,,Access,2023-06-03 10:59:11.223328,,0
security,win*,1127,,2023-06-01 01:04:11.223330,,1
security,history_access,,Access,2023-05-28 14:48:11.223332,,1
security,win*,3718,,2023-05-30 02:45:11.223334,,0
security,history_access,,Access,2023-05-30 02:31:11.223336,,0
security,win*,2961,,2023-05-29 02:07:11.223338,,0
security,win*,2004,,2023-05-29 08:18:11.223340,,0
security,win*,2057,,2023-05-31 07:34:11.223343,,1
security,history_access,,Access,2023-06-03 10:51:11.223345,,0
security,win*,3681,,2023-06-01 19:30:11.223347,,1
security,win*,1504,,2023-06-02 23:04:11.223349,,0
security,history_access,,Access,2023-06-02 17:03:11.223352,,1
security,history_access,,Access,2023-05-30 15:00:11.223353,,1
security,history_access,,Access,2023-05-31 13:01:11.223355,,1
security,win*,2911,,2023-05-31 02:16:11.223357,,0
security,history_access,,Access,2023-06-02 07:09:11.223360,,0
security,win*,3372,,2023-05-29 01:26:11.223362,,0
security,win*,2885,,2023-05-31 07:13:11.223364,,1
security,history_access,,Access,2023-05-30 07:57:11.223366,,0
security,history_access,,Access,2023-06-03 15:33:11.223368,,0
security,history_access,,Access,2023-06-02 04:22:11.223370,,0
security,win*,3740,,2023-05-29 10:31:11.223372,,1
security,history_access,,Access,2023-06-03 12:28:11.223375,,0
security,win*,2856,,2023-06-01 04:54:11.223376,,1
security,history_access,,Access,2023-05-29 22:40:11.223379,,1
security,history_access,,Access,2023-05-29 19:33:11.223381,,0
security,win*,1493,,2023-06-02 21:37:11.223383,,1
security,win*,3073,,2023-06-01 13:35:11.223385,,1
security,win*,3835,,2023-05-29 00:47:11.223387,,1
security,history_access,,Access,2023-06-02 13:25:11.223390,,0
security,history_access,,Access,2023-06-03 13:16:11.223392,,0
security,history_access,,Access,2023-05-30 16:42:11.223394,,1
security,win*,2441,,2023-05-29 07:21:11.223396,,0
security,win*,3774,,2023-06-03 13:32:11.223398,,1
security,win*,3464,,2023-05-31 12:02:11.223402,,1
security,win*,1599,,2023-05-29 10:26:11.223405,,1
security,history_access,,Access,2023-06-02 06:12:11.223407,,0
security,win*,4275,,2023-05-28 00:30:11.223409,,1
security,history_access,,Access,2023-05-31 22:40:11.223411,,0
security,win*,3837,,2023-05-29 08:55:11.223413,,1
security,history_access,,Access,2023-05-30 11:22:11.223416,,1
security,history_access,,Access,2023-06-02 04:24:11.223418,,1
security,history_access,,Access,2023-05-30 06:22:11.223421,,1
security,win*,4440,,2023-05-30 01:36:11.223423,,1
security,win*,4534,,2023-05-29 12:36:11.223426,,0
security,history_access,,Access,2023-05-28 20:48:11.223428,,0
security,history_access,,Access,2023-05-27 21:49:11.223473,,1
security,history_access,,Access,2023-05-29 03:24:11.223475,,1
security,win*,3217,,2023-05-31 11:22:11.223477,,0
security,win*,2792,,2023-06-01 11:39:11.223479,,1
security,win*,4479,,2023-05-28 05:40:11.223481,,0
security,win*,3905,,2023-06-03 13:19:11.223484,,0
security,win*,3405,,2023-05-31 08:24:11.223486,,0
security,win*,784,,2023-06-03 01:33:11.223488,,0
security,history_access,,Access,2023-05-31 19:05:11.223491,,0
security,history_access,,Access,2023-06-03 05:47:11.223493,,1
security,history_access,,Access,2023-06-03 00:53:11.223495,,0
security,win*,1221,,2023-05-30 06:37:11.223497,,0
security,win*,2125,,2023-05-29 17:54:11.223499,,0
security,history_access,,Access,2023-05-31 12:33:11.223501,,1
security,history_access,,Access,2023-06-03 11:41:11.223503,,0
security,history_access,,Access,2023-06-01 07:55:11.223505,,1
security,history_access,,Access,2023-05-29 01:14:11.223507,,1
security,history_access,,Access,2023-05-30 02:35:11.223509,,1
security,history_access,,Access,2023-06-01 16:33:11.223510,,1
security,history_access,,Access,2023-06-01 05:47:11.223512,,1
security,history_access,,Access,2023-05-31 16:24:11.223514,,1
security,history_access,,Access,2023-06-01 03:39:11.223516,,0
security,history_access,,Access,2023-05-31 11:06:11.223518,,0
security,win*,3144,,2023-06-02 22:57:11.223520,,0
security,history_access,,Access,2023-05-31 04:44:11.223522,,0
security,win*,1069,,2023-05-30 00:52:11.223524,,1
security,history_access,,Access,2023-05-28 13:55:11.223526,,1
security,win*,2163,,2023-05-29 04:39:11.223528,,0
security,history_access,,Access,2023-05-31 17:17:11.223530,,0
security,win*,1461,,2023-05-27 22:45:11.223532,,0
security,history_access,,Access,2023-05-28 08:43:11.223534,,0
security,history_access,,Access,2023-05-27 17:53:11.223536,,0
security,win*,2361,,2023-06-02 00:35:11.223538,,1
security,win*,3478,,2023-06-03 09:17:11.223541,,0
security,win*,2537,,2023-05-30 18:21:11.223543,,0
security,win*,1477,,2023-05-28 16:06:11.223545,,0
security,win*,3704,,2023-06-03 00:18:11.223548,,1
security,history_access,,Access,2023-05-30 03:34:11.223550,,0
security,win*,3870,,2023-05-31 11:12:11.223552,,0
security,win*,944,,2023-05-28 06:20:11.223555,,0
security,history_access,,Access,2023-06-02 19:32:11.223557,,0
security,win*,2507,,2023-06-01 07:09:11.223559,,1
security,history_access,,Access,2023-06-01 06:20:11.223561,,0
security,win*,1629,,2023-06-02 10:07:11.223563,,0
security,win*,2587,,2023-06-03 04:46:11.223566,,1
security,win*,3205,,2023-05-31 18:19:11.223568,,0
security,win*,765,,2023-06-03 05:38:11.223570,,1
security,history_access,,Access,2023-05-30 05:44:11.223572,,1
security,win*,777,,2023-06-03 11:35:11.223574,,1
security,history_access,,Access,2023-05-30 04:08:11.223577,,1
security,history_access,,Access,2023-05-31 20:39:11.223579,,0
security,win*,1299,,2023-05-29 23:50:11.223580,,0
security,win*,1310,,2023-05-30 17:04:11.223583,,1
security,history_access,,Access,2023-05-27 21:50:11.223585,,1
security,history_access,,Access,2023-06-01 12:28:11.223587,,0
security,win*,2298,,2023-05-29 14:52:11.223589,,1
security,win*,3652,,2023-05-29 15:08:11.223591,,1
security,win*,948,,2023-06-02 05:09:11.223593,,0
security,win*,3254,,2023-06-03 00:04:11.223595,,1
security,win*,4614,,2023-06-02 13:08:11.223598,,1
security,history_access,,Access,2023-05-30 22:04:11.223600,,1
security,history_access,,Access,2023-05-30 23:47:11.223602,,1
security,history_access,,Access,2023-05-30 15:18:11.223604,,0
security,history_access,,Access,2023-06-03 03:11:11.223606,,1
security,history_access,,Access,2023-06-01 15:26:11.223608,,0
security,history_access,,Access,2023-05-29 19:27:11.223610,,0
security,win*,3839,,2023-05-27 20:56:11.223611,,1
security,win*,3201,,2023-05-29 00:07:11.223614,,0
security,history_access,,Access,2023-05-30 13:56:11.223616,,1
security,history_access,,Access,2023-05-28 13:57:11.223618,,1
security,history_access,,Access,2023-05-29 16:32:11.223620,,0
security,win*,1294,,2023-05-28 21:12:11.223622,,1
security,history_access,,Access,2023-05-31 21:25:11.223624,,0
security,history_access,,Access,2023-05-29 18:27:11.223626,,1
security,win*,3403,,2023-05-30 04:04:11.223628,,1
security,history_access,,Access,2023-06-02 14:17:11.223630,,0
security,win*,1736,,2023-05-30 07:49:11.223632,,1
security,history_access,,Access,2023-05-29 07:04:11.223634,,0
security,win*,1561,,2023-05-29 12:34:11.223636,,1
security,history_access,,Access,2023-05-29 14:57:11.223638,,1
security,history_access,,Access,2023-06-02 22:21:11.223640,,0
security,win*,1981,,2023-05-28 03:36:11.223642,,0
security,win*,3484,,2023-05-30 20:45:11.223644,,0
security,history_access,,Access,2023-05-27 18:13:11.223646,,0
security,history_access,,Access,2023-06-02 10:13:11.223648,,0
security,history_access,,Access,2023-06-02 06:16:11.223650,,0
security,win*,1640,,2023-05-29 17:58:11.223652,,0
security,win*,2074,,2023-05-31 21:34:11.223655,,0
security,history_access,,Access,2023-06-01 06:31:11.223657,,1
security,history_access,,Access,2023-06-03 06:04:11.223659,,1
security,win*,4243,,2023-06-02 06:01:11.223661,,0
security,win*,4545,,2023-06-01 00:58:11.223663,,0
security,history_access,,Access,2023-06-01 13:31:11.223665,,0
security,history_access,,Access,2023-05-28 19:36:11.223667,,1
security,win*,4432,,2023-05-28 09:59:11.223669,,1
security,history_access,,Access,2023-05-29 20:21:11.223671,,1
security,win*,2357,,2023-06-01 17:20:11.223673,,1
security,history_access,,Access,2023-05-28 13:10:11.223676,,0
security,history_access,,Access,2023-05-31 08:32:11.223677,,1
security,history_access,,Access,2023-05-27 18:02:11.223679,,1
security,win*,2588,,2023-05-31 19:46:11.223681,,0
security,history_access,,Access,2023-06-02 22:01:11.223683,,1
security,win*,3011,,2023-06-02 12:35:11.223685,,1
security,history_access,,Access,2023-06-02 05:19:11.223688,,0
security,history_access,,Access,2023-05-29 14:59:11.223690,,0
security,win*,1298,,2023-06-02 12:21:11.223692,,1
security,win*,4520,,2023-06-01 18:08:11.223694,,1
security,history_access,,Access,2023-05-31 21:02:11.223697,,1
security,history_access,,Access,2023-05-28 03:02:11.223699,,1
security,win*,2718,,2023-05-27 18:10:11.223701,,1
security,win*,2707,,2023-05-29 15:47:11.223703,,1
security,history_access,,Access,2023-05-28 09:32:11.223705,,0
security,win*,4225,,2023-06-01 00:05:11.223707,,0
security,history_access,,Access,2023-06-03 07:14:11.223709,,1
security,history_access,,Access,2023-06-03 13:42:11.223711,,1
security,win*,3531,,2023-06-02 08:18:11.223713,,1
security,history_access,,Access,2023-06-02 07:16:11.223715,,1
