timestamp,linux_secure action,app,dest,process,src_ip,src_port,user,vendor_action
2023-01-07 11:43:45,allowed,app2,destination1,process4,192.168.0.162,55344,user76,session opened
2023-03-24 20:29:42,allowed,app1,destination6,process5,192.168.0.118,27238,user29,blocked
2023-05-08 22:56:47,allowed,app1,destination4,process4,192.168.0.231,65482,user45,approved
2022-10-04 08:56:50,denied,app2,destination10,process4,192.168.0.188,14792,user64,approved
2023-02-20 10:17:31,allowed,app1,destination7,process4,192.168.0.118,60797,user18,approved
2023-05-18 08:13:58,allowed,app3,destination6,process4,192.168.0.48,49255,user10,approved
2022-12-25 12:34:16,denied,app1,destination8,process4,192.168.0.172,33426,user54,blocked
2022-06-23 04:08:11,denied,app1,destination10,process1,192.168.0.157,24300,user48,approved
2023-06-09 02:52:48,denied,app2,destination9,process2,192.168.0.123,42454,user79,approved
2023-05-10 00:37:57,allowed,app1,destination6,process5,192.168.0.69,23616,user34,session opened
2022-11-28 21:41:38,allowed,app2,destination3,process3,192.168.0.222,7431,user22,session opened
2022-06-23 17:54:56,allowed,app2,destination4,process3,192.168.0.43,40478,user65,blocked
2023-01-23 20:05:37,allowed,app2,destination2,process5,192.168.0.193,21774,user34,blocked
2023-01-15 22:36:57,allowed,app3,destination8,process4,192.168.0.231,38949,user89,session opened
2022-12-14 19:02:02,denied,app1,destination3,process4,192.168.0.159,30020,user49,session opened
2022-10-13 10:08:08,denied,app3,destination9,process3,192.168.0.196,7879,user20,session opened
2023-03-07 11:55:45,allowed,app3,destination4,process4,192.168.0.50,4312,user17,blocked
2023-04-06 16:08:16,allowed,app3,destination9,process5,192.168.0.39,64877,user66,session opened
2022-10-19 20:48:45,allowed,app1,destination3,process4,192.168.0.247,53136,user60,session opened
2023-05-20 18:01:31,allowed,app1,destination8,process5,192.168.0.43,53964,user97,approved
2022-09-30 16:58:10,allowed,app3,destination5,process2,192.168.0.180,33768,user58,approved
2023-01-12 19:12:34,allowed,app2,destination7,process2,192.168.0.151,59313,user87,approved
2023-03-13 16:00:13,denied,app3,destination1,process5,192.168.0.128,47356,user79,session opened
2023-01-23 09:49:11,allowed,app2,destination10,process4,192.168.0.172,64204,user63,session opened
2022-11-18 18:38:52,allowed,app3,destination10,process4,192.168.0.198,2093,user71,blocked
2023-02-22 09:26:10,allowed,app1,destination3,process5,192.168.0.67,43972,user13,session opened
2022-06-21 06:41:06,denied,app3,destination2,process3,192.168.0.221,8103,user42,approved
2022-10-10 13:25:21,allowed,app1,destination10,process4,192.168.0.232,15151,user39,session opened
2023-03-13 17:50:37,denied,app1,destination8,process4,192.168.0.88,25773,user25,approved
2023-02-24 19:38:49,denied,app2,destination2,process4,192.168.0.7,53726,user49,approved
2022-11-23 07:46:43,denied,app3,destination5,process1,192.168.0.159,43477,user86,approved
2022-06-29 02:46:15,allowed,app1,destination6,process5,192.168.0.218,13028,user44,blocked
2022-10-11 20:43:59,allowed,app3,destination9,process4,192.168.0.98,21447,user8,session opened
2022-07-20 21:40:51,allowed,app2,destination5,process2,192.168.0.74,46934,user41,approved
2023-05-22 15:11:33,allowed,app1,destination4,process4,192.168.0.248,2602,user41,blocked
2023-04-25 02:19:46,denied,app1,destination8,process1,192.168.0.156,24831,user97,session opened
2022-07-30 23:36:30,denied,app1,destination9,process3,192.168.0.127,59479,user38,session opened
2022-11-04 16:56:13,denied,app2,destination10,process4,192.168.0.141,44160,user55,blocked
2022-10-03 18:15:31,denied,app1,destination4,process5,192.168.0.145,29308,user38,blocked
2022-10-24 02:04:18,allowed,app1,destination9,process3,192.168.0.99,49611,user41,approved
2022-07-12 12:28:51,denied,app3,destination6,process4,192.168.0.194,40533,user26,blocked
2022-07-20 05:33:06,denied,app1,destination2,process5,192.168.0.180,18463,user27,session opened
2023-03-05 10:15:00,allowed,app1,destination5,process1,192.168.0.20,10890,user94,session opened
2022-11-09 13:14:18,allowed,app1,destination1,process4,192.168.0.199,3679,user69,blocked
2022-11-06 09:04:54,allowed,app2,destination3,process3,192.168.0.84,6196,user50,session opened
2022-09-21 18:03:07,allowed,app1,destination6,process1,192.168.0.150,12945,user59,session opened
2023-02-17 06:46:55,allowed,app2,destination6,process3,192.168.0.194,55656,user78,session opened
2022-12-09 17:46:47,allowed,app2,destination5,process2,192.168.0.23,9029,user62,session opened
2022-08-31 06:20:54,denied,app1,destination9,process1,192.168.0.223,49717,user97,approved
2022-11-24 07:19:30,denied,app1,destination6,process2,192.168.0.161,54318,user1,session opened
2022-06-29 21:21:31,denied,app2,destination6,process4,192.168.0.209,53591,user25,blocked
2022-07-28 07:07:48,allowed,app3,destination9,process3,192.168.0.108,16821,user59,approved
2022-09-28 15:08:40,denied,app2,destination3,process3,192.168.0.17,24642,user52,approved
2023-04-12 02:34:48,denied,app3,destination9,process5,192.168.0.210,52213,user65,approved
2022-10-25 10:41:55,allowed,app2,destination5,process1,192.168.0.177,17416,user39,approved
2023-01-18 06:04:23,allowed,app2,destination2,process2,192.168.0.53,62623,user14,blocked
2023-01-19 05:21:34,allowed,app1,destination7,process4,192.168.0.252,44414,user20,blocked
2023-01-15 02:34:05,allowed,app2,destination10,process1,192.168.0.18,45317,user2,session opened
2023-04-07 06:48:35,allowed,app3,destination1,process3,192.168.0.9,5029,user28,session opened
2022-07-11 15:56:49,denied,app3,destination2,process2,192.168.0.9,5193,user56,session opened
2022-10-31 10:33:31,allowed,app2,destination4,process3,192.168.0.228,30440,user7,blocked
2023-02-16 23:26:55,allowed,app1,destination3,process1,192.168.0.104,51596,user62,blocked
2022-10-16 17:48:07,denied,app2,destination5,process5,192.168.0.156,59819,user21,session opened
2022-11-16 05:27:48,denied,app2,destination6,process3,192.168.0.52,29454,user15,approved
2023-06-07 14:22:17,denied,app3,destination4,process2,192.168.0.220,7515,user52,session opened
2022-08-01 01:48:59,allowed,app3,destination8,process4,192.168.0.13,43717,user79,blocked
2022-10-24 04:03:58,allowed,app1,destination6,process3,192.168.0.48,31656,user21,session opened
2023-03-02 05:05:32,allowed,app2,destination3,process2,192.168.0.104,37647,user62,blocked
2023-04-09 11:49:46,denied,app3,destination8,process4,192.168.0.175,56084,user83,blocked
2022-09-12 01:59:09,allowed,app2,destination1,process2,192.168.0.160,62009,user63,session opened
2023-05-20 07:35:16,allowed,app3,destination6,process4,192.168.0.233,9815,user87,blocked
2022-06-29 23:36:41,denied,app2,destination6,process5,192.168.0.101,12792,user47,approved
2022-11-07 09:03:01,allowed,app3,destination5,process2,192.168.0.191,36881,user32,session opened
2022-11-27 12:30:59,allowed,app2,destination2,process5,192.168.0.189,57875,user78,approved
2022-07-01 06:00:52,denied,app3,destination1,process4,192.168.0.44,4036,user69,blocked
2022-08-22 03:09:37,allowed,app1,destination7,process4,192.168.0.222,15222,user68,blocked
2023-04-26 06:28:06,allowed,app2,destination6,process1,192.168.0.227,61090,user64,session opened
2022-10-04 15:33:28,allowed,app1,destination9,process3,192.168.0.4,17370,user62,session opened
2022-08-20 00:55:23,allowed,app1,destination6,process1,192.168.0.49,35707,user80,session opened
2022-07-30 02:20:19,allowed,app3,destination5,process3,192.168.0.217,36995,user86,blocked
2022-08-04 20:28:52,allowed,app1,destination2,process3,192.168.0.176,28027,user20,session opened
2023-02-01 11:54:37,denied,app3,destination9,process4,192.168.0.49,14172,user1,session opened
2023-02-21 10:37:35,allowed,app1,destination1,process3,192.168.0.64,61028,user61,approved
2022-10-29 12:54:42,denied,app3,destination10,process5,192.168.0.165,15207,user48,approved
2022-11-24 03:00:26,allowed,app1,destination2,process3,192.168.0.53,31762,user89,approved
2022-11-04 08:26:02,allowed,app1,destination4,process2,192.168.0.133,47339,user72,approved
2022-12-29 20:30:45,allowed,app2,destination4,process3,192.168.0.205,37281,user32,session opened
2023-03-17 00:46:28,allowed,app3,destination6,process2,192.168.0.127,38231,user34,session opened
2023-04-28 04:28:23,denied,app2,destination8,process2,192.168.0.44,9956,user7,blocked
2022-10-17 23:54:12,allowed,app2,destination9,process1,192.168.0.127,45231,user30,approved
2023-05-08 09:36:58,allowed,app3,destination10,process4,192.168.0.59,37646,user3,session opened
2023-02-06 16:55:31,denied,app3,destination9,process5,192.168.0.82,5277,user67,approved
2023-03-08 00:07:20,allowed,app2,destination10,process3,192.168.0.142,45163,user30,blocked
2022-09-01 03:38:12,allowed,app3,destination6,process1,192.168.0.205,24288,user62,session opened
2022-10-15 08:08:22,denied,app2,destination4,process4,192.168.0.212,9134,user77,approved
2022-07-23 11:08:14,allowed,app3,destination4,process5,192.168.0.95,14103,user71,session opened
2023-06-20 02:21:12,allowed,app1,destination5,process1,192.168.0.222,40509,user31,session opened
2023-06-14 13:41:27,allowed,app2,destination1,process4,192.168.0.189,16134,user47,session opened
2022-12-30 12:33:12,allowed,app2,destination1,process1,192.168.0.182,13499,user98,blocked
2022-08-18 15:05:20,allowed,app1,destination5,process4,192.168.0.17,54940,user69,blocked
2022-09-05 10:12:48,denied,app3,destination8,process5,192.168.0.90,28147,user40,blocked
2023-01-08 11:58:11,allowed,app3,destination6,process2,192.168.0.90,55678,user46,blocked
2023-04-28 21:48:21,allowed,app3,destination8,process1,192.168.0.82,18342,user80,approved
2023-04-14 16:26:55,denied,app2,destination8,process1,192.168.0.48,63101,user14,blocked
2022-12-04 11:25:32,denied,app2,destination5,process3,192.168.0.116,51836,user63,session opened
2023-05-28 06:12:50,denied,app1,destination7,process4,192.168.0.169,28322,user20,session opened
2022-09-04 18:05:35,denied,app2,destination10,process1,192.168.0.121,60623,user60,blocked
2022-12-13 00:29:19,allowed,app1,destination10,process5,192.168.0.90,22157,user20,session opened
2023-01-10 15:01:00,denied,app2,destination9,process1,192.168.0.117,57387,user92,approved
2022-07-30 20:35:36,allowed,app2,destination5,process4,192.168.0.105,45691,user63,blocked
2022-09-12 03:07:00,allowed,app3,destination2,process5,192.168.0.209,42332,user59,blocked
2023-06-13 12:30:42,allowed,app2,destination6,process3,192.168.0.211,12547,user89,approved
2023-03-26 05:59:32,allowed,app2,destination6,process2,192.168.0.5,57235,user8,session opened
2023-01-24 07:52:14,allowed,app2,destination2,process5,192.168.0.203,61170,user42,blocked
2022-10-02 21:31:21,allowed,app3,destination4,process5,192.168.0.118,21765,user35,blocked
2022-12-15 03:54:22,denied,app3,destination10,process1,192.168.0.186,50426,user21,blocked
2022-08-29 22:39:33,denied,app3,destination5,process5,192.168.0.90,2663,user82,blocked
2022-11-13 11:00:50,denied,app1,destination6,process5,192.168.0.181,3490,user40,session opened
2023-03-03 03:21:49,allowed,app2,destination3,process3,192.168.0.179,59350,user96,blocked
2022-09-24 05:36:05,allowed,app1,destination9,process5,192.168.0.43,47396,user47,session opened
2023-01-29 11:43:05,denied,app2,destination9,process5,192.168.0.151,5562,user77,session opened
2022-07-31 03:37:14,denied,app2,destination5,process3,192.168.0.251,12792,user56,session opened
2022-08-05 03:57:42,denied,app3,destination9,process1,192.168.0.1,3638,user48,blocked
2022-09-29 17:23:02,denied,app3,destination4,process4,192.168.0.86,14113,user69,session opened
2022-09-06 09:12:27,denied,app2,destination2,process3,192.168.0.245,58654,user75,blocked
2023-04-12 21:41:59,denied,app1,destination6,process5,192.168.0.209,16788,user37,session opened
2023-05-24 22:01:32,denied,app1,destination9,process1,192.168.0.47,20333,user14,approved
2022-11-15 20:23:27,allowed,app1,destination6,process5,192.168.0.83,51931,user30,blocked
2023-01-22 10:50:07,allowed,app1,destination9,process4,192.168.0.144,8931,user32,session opened
2023-06-01 20:41:26,denied,app2,destination4,process1,192.168.0.183,4074,user86,blocked
2022-10-20 11:44:20,allowed,app2,destination4,process3,192.168.0.183,21146,user62,blocked
2022-07-15 12:49:45,allowed,app3,destination9,process3,192.168.0.250,47678,user37,session opened
2022-11-19 09:43:09,denied,app1,destination7,process5,192.168.0.7,9952,user66,blocked
2023-01-19 21:14:44,denied,app1,destination3,process3,192.168.0.173,37488,user21,session opened
2023-01-09 21:33:36,denied,app1,destination2,process1,192.168.0.79,60783,user4,approved
2022-07-20 19:14:39,denied,app3,destination3,process4,192.168.0.103,13666,user30,blocked
2022-09-26 01:25:30,denied,app3,destination9,process3,192.168.0.208,27695,user97,session opened
2023-02-25 05:54:41,denied,app1,destination7,process2,192.168.0.90,63913,user47,approved
2022-07-27 05:29:02,allowed,app1,destination3,process2,192.168.0.253,62958,user27,blocked
2023-02-03 11:41:18,denied,app3,destination10,process4,192.168.0.151,1876,user67,approved
2023-06-16 07:18:31,denied,app1,destination1,process1,192.168.0.193,39009,user23,blocked
2022-12-18 18:55:00,denied,app3,destination10,process4,192.168.0.218,38599,user80,blocked
2022-09-22 01:33:31,allowed,app1,destination7,process3,192.168.0.222,15152,user95,blocked
2022-07-03 00:00:15,allowed,app2,destination8,process3,192.168.0.149,4110,user70,blocked
2023-01-13 01:11:19,allowed,app2,destination5,process2,192.168.0.193,28593,user24,approved
2022-11-19 05:11:05,allowed,app1,destination5,process4,192.168.0.1,21122,user45,session opened
2022-12-19 10:46:05,denied,app2,destination5,process3,192.168.0.101,46146,user25,blocked
2023-05-02 18:53:13,denied,app2,destination9,process3,192.168.0.161,24496,user40,approved
2022-06-27 19:13:14,denied,app1,destination9,process5,192.168.0.23,37616,user31,approved
2022-11-20 13:34:21,allowed,app3,destination3,process5,192.168.0.25,47474,user47,session opened
2022-09-09 07:43:31,allowed,app2,destination8,process4,192.168.0.252,35579,user98,blocked
2023-03-25 16:04:44,allowed,app3,destination3,process5,192.168.0.184,33762,user16,approved
2022-07-08 04:46:47,allowed,app3,destination2,process5,192.168.0.109,37023,user70,blocked
2023-06-17 08:21:22,allowed,app1,destination10,process5,192.168.0.208,32087,user89,approved
2022-09-15 16:42:43,denied,app1,destination7,process5,192.168.0.105,20483,user13,session opened
2022-10-30 23:24:17,denied,app2,destination10,process2,192.168.0.200,17083,user33,session opened
2023-03-10 11:32:04,denied,app2,destination9,process3,192.168.0.24,52503,user4,session opened
2022-06-22 08:15:25,denied,app1,destination5,process2,192.168.0.203,28441,user14,blocked
2023-01-02 15:17:11,allowed,app2,destination5,process5,192.168.0.62,64848,user30,blocked
2022-08-17 11:16:26,denied,app2,destination3,process2,192.168.0.38,7309,user75,session opened
2022-08-04 08:07:48,allowed,app2,destination6,process4,192.168.0.208,12216,user59,blocked
2022-08-10 09:44:45,denied,app1,destination9,process2,192.168.0.44,40591,user97,approved
2022-09-14 15:57:05,denied,app1,destination2,process5,192.168.0.35,14715,user50,blocked
2023-05-08 19:14:16,denied,app3,destination2,process1,192.168.0.198,52706,user66,approved
2022-08-29 20:21:38,allowed,app3,destination4,process5,192.168.0.227,29358,user41,approved
2023-05-04 10:39:25,allowed,app3,destination10,process5,192.168.0.168,10415,user62,session opened
2023-05-04 03:44:29,allowed,app3,destination9,process2,192.168.0.158,2570,user37,blocked
2023-02-13 07:21:37,denied,app2,destination10,process5,192.168.0.59,43267,user57,session opened
2023-03-26 08:28:46,allowed,app1,destination1,process5,192.168.0.216,7280,user92,blocked
2022-11-06 20:37:07,allowed,app3,destination10,process1,192.168.0.99,54018,user85,session opened
2023-02-14 19:01:22,allowed,app2,destination10,process4,192.168.0.75,12820,user24,blocked
2022-08-02 18:52:00,denied,app1,destination2,process3,192.168.0.182,23536,user52,session opened
2022-12-27 15:53:20,allowed,app1,destination8,process1,192.168.0.38,63693,user81,approved
2023-02-27 01:05:44,allowed,app3,destination6,process4,192.168.0.252,25660,user8,approved
2023-02-25 20:46:33,denied,app3,destination3,process2,192.168.0.95,65023,user98,blocked
2022-09-07 11:35:55,denied,app2,destination10,process1,192.168.0.25,1877,user30,approved
2023-05-13 08:27:11,denied,app1,destination6,process5,192.168.0.40,21359,user37,approved
2022-08-02 15:08:11,denied,app3,destination3,process4,192.168.0.53,56175,user98,blocked
2023-03-07 07:30:56,denied,app1,destination8,process1,192.168.0.169,50908,user6,blocked
2022-12-04 11:03:14,denied,app1,destination9,process3,192.168.0.173,18765,user7,approved
2023-04-16 21:08:04,allowed,app3,destination2,process5,192.168.0.219,2458,user17,blocked
2023-01-24 17:48:36,denied,app2,destination6,process3,192.168.0.167,32003,user6,blocked
2022-06-22 22:11:43,denied,app1,destination1,process2,192.168.0.100,21598,user44,session opened
2022-11-06 07:21:57,allowed,app2,destination10,process4,192.168.0.58,18493,user100,blocked
